diseaseNID,diseaseId,diseaseName,type
19574,C1963184,"Nystagmus, CTCAE 3.0",phenotype
19575,C1963217,"Prolonged QTc Interval, CTCAE",phenotype
19576,C1963221,"Aspiration, CTCAE",phenotype
19580,C1963282,"Wolff-Parkinson-White Syndrome, CTCAE",phenotype
19581,C1963674,Spinocerebellar Ataxia 10,disease
19597,C1963933,Punding,disease
19599,C1963946,Laryngeal dystonia,disease
19601,C1968537,Severe speech delay,phenotype
19602,C1968550,"Mental Retardation, X-Linked, Syndromic 13",disease
19604,C1968556,"ENCEPHALOPATHY, NEONATAL SEVERE, DUE TO MECP2 MUTATIONS",disease
19605,C1968561,"Xeroderma Pigmentosum, Type G-Cockayne Syndrome",disease
19611,C1968602,"Surfactant Metabolism Dysfunction, Pulmonary, 1",disease
19619,C1968619,Renal corticomedullary cysts,disease
19621,C1968668,"LEPROSY, SUSCEPTIBILITY TO, 3",disease
19627,C1968740,Glycogen Storage Disease IIIB,disease
19628,C1968741,Glycogen Storage Disease IIIC,disease
19631,C1968790,Axonal degeneration/regeneration,phenotype
19632,C1968804,"Plasminogen Deficiency, Type I",disease
19635,C1968816,Broad fingertip,phenotype
19646,C1968949,Cakut,disease
19650,C1969001,Shoulder muscle hypoplasia,phenotype
19652,C1969029,Lissencephaly 3,disease
19656,C1969040,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2M",disease
19658,C1969053,JOUBERT SYNDROME 7,disease
19659,C1969054,"Glycogen Storage Disease 0, Muscle",disease
19660,C1969056,LEOPARD SYNDROME 2,disease
19661,C1969057,Noonan Syndrome 5,disease
19666,C1969081,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 12",disease
19667,C1969084,Pontocerebellar Hypoplasia Type 6,disease
19668,C1969086,Tyrosine Kinase 2 Deficiency,disease
19671,C1969106,"Osteopetrosis, Autosomal Recessive 4",disease
19674,C1969144,Renal cortical cysts,phenotype
19682,C1969236,Mitten deformity,phenotype
19684,C1969238,Widely spaced toes,phenotype
19692,C1969343,"Pulmonary Hypertension, Primary, Fenfluramine-Associated",disease
19699,C1969408,Prominent U wave,phenotype
19701,C1969419,"PANCREATITIS, CHRONIC, SUSCEPTIBILITY TO",phenotype
19702,C1969443,Trifunctional Protein Deficiency With Myopathy And Neuropathy,disease
19707,C1969562,"Mental Retardation, Autosomal Dominant 1",disease
19709,C1969621,"DEAFNESS, AUTOSOMAL RECESSIVE 63",disease
19710,C1969623,"NEUROFIBROMATOSIS, TYPE 1-LIKE SYNDROME",disease
19715,C1969651,"Macular Degeneration, Age-Related, 9",disease
19716,C1969652,"BRACHYDACTYLY, TYPE B2 (disorder)",disease
19717,C1969653,MUNGAN SYNDROME,disease
19718,C1969655,LETHAL CONGENITAL CONTRACTURAL SYNDROME 3,disease
19720,C1969657,Atrial Septal Defect 4,disease
19724,C1969697,Repetitive compulsive behavior,disease
19725,C1969722,Impaired pursuit initiation and maintenance,phenotype
19726,C1969738,Premature loss of permanent teeth,phenotype
19727,C1969783,"Persistent Hyperplastic Primary Vitreous, Autosomal Recessive",disease
19728,C1969785,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2L (disorder)",disease
19730,C1969799,"Severe Combined Immunodeficiency with Microcephaly, Growth Retardation, and Sensitivity to Ionizing Radiation",disease
19732,C1969809,Isobutyryl-CoA dehydrogenase deficiency,disease
19733,C1969810,"FEBRILE CONVULSIONS, FAMILIAL, 8",disease
19740,C1970005,Asphyxiating Thoracic Dystrophy 2,disease
19743,C1970021,"Congenital Disorder Of Glycosylation, Type IIH",disease
19745,C1970028,"MALARIA, SUSCEPTIBILITY TO (finding)",disease
19751,C1970117,"Tooth Agenesis, Selective, With Orofacial Cleft",disease
19752,C1970118,Hypodontia Oligodontia with Orofacial Cleft,disease
19753,C1970119,"CARDIAC ARRHYTHMIA, ANKYRIN-B-RELATED",disease
19758,C1970173,"Acyl-CoA Dehydrogenase Family, Member 9, Deficiency of",disease
19760,C1970180,Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation,disease
19765,C1970197,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 7",disease
19767,C1970199,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 5",disease
19770,C1970207,Inflammatory Bowel Disease 10,disease
19772,C1970211,"Spinal Muscular Atrophy, Distal, Autosomal Recessive, 4",disease
19777,C1970239,"DEAFNESS, AUTOSOMAL RECESSIVE, 24",disease
19780,C1970257,Decreased serum complement factor I,phenotype
19782,C1970269,"Choreoathetosis, Hypothyroidism, And Neonatal Respiratory Distress",disease
19788,C1970298,"Progressive Familial Heart Block, Type Ib",disease
19789,C1970308,Selective tooth agenesis,phenotype
19790,C1970309,"Renal Tubular Acidosis, Proximal, With Ocular Abnormalities And Mental Retardation",disease
19791,C1970344,"Congenital Disorder Of Glycosylation, Type IIF",disease
19794,C1970431,PITT-HOPKINS SYNDROME,disease
19798,C1970458,"Osteogenesis imperfecta, type VIII",disease
19801,C1970470,"SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 2 (disorder)",disease
19813,C1970712,"Multiple Endocrine Neoplasia, Type IV",disease
19814,C1970757,"Tooth Agenesis, Selective, X-Linked, 1",disease
19819,C1970822,"Mental Retardation, X-Linked, Syndromic 14",disease
19820,C1970827,Phosphoribosylpyrophosphate Synthetase Superactivity,disease
19823,C1970848,Phosphoglycerate Kinase 1 Deficiency,disease
19824,C1970859,"Atypical Mycobacteriosis, Familial, X-Linked 2",disease
19825,C1970879,"ATYPICAL MYCOBACTERIOSIS, FAMILIAL, X-LINKED 1 (disorder)",disease
19827,C1970943,MAJOR AFFECTIVE DISORDER 4,disease
19828,C1970945,MAJOR AFFECTIVE DISORDER 6,disease
19842,C1997910,Citrin deficiency,disease
19863,C2020284,"Stickler syndrome, type 1",disease
19875,C2037047,Subretinal pigment epithelium hemorrhage,phenotype
19898,C2063866,"Depressive Disorder, Treatment-Resistant",disease
19904,C2076600,Influenza due to Influenza A virus subtype H1N1,disease
19913,C2108107,continuous electrocardiogram sinus bradycardia (finding),phenotype
19915,C2112129,Postaxial foot polydactyly,disease
19920,C2118097,Agonadism,disease
19926,C2132198,Abnormal blistering of the skin,phenotype
19944,C2213246,Non-Hodgkin's lymphoma of central nervous system,disease
19948,C2215995,electrocardiogram - left anterior hemiblock,phenotype
19950,C2216370,Cherry red spot of the macula,phenotype
19962,C2230441,Triceps weakness,phenotype
19965,C2237142,Moderate global developmental delay,phenotype
19966,C2237512,cephalohematoma,phenotype
19967,C2237660,exudative macular degeneration,disease
19970,C2239176,Liver carcinoma,disease
19971,C2239219,von Willebrand's factor (lab test),phenotype
19972,C2239222,Vascular Endothelial Growth Factor Measurement,phenotype
19977,C2242456,thyroid function,phenotype
19987,C2242579,Lingual dystonia,phenotype
20010,C2242776,Plexiform leiomyoma,disease
20015,C2242817,Homocysteine measurement,phenotype
20018,C2243051,Large head (disorder),phenotype
20022,C2265792,Skeletal muscle hypertrophy,phenotype
20028,C2267233,Neonatal Hypotonia,disease
20032,C2315100,Pediatric failure to thrive,disease
20041,C2316212,Cryopyrin-Associated Periodic Syndromes,disease
20046,C2316810,Chronic kidney disease stage 5,disease
20084,C2349952,Oropharyngeal Carcinoma,disease
20086,C2350037,"Clinically Isolated Syndrome, CNS Demyelinating",disease
20091,C2350233,Antley-Bixler Syndrome Phenotype,disease
20106,C2350879,Tropical Eosinophilic Pneumonia,disease
20110,C2362324,Pediatric Obesity,disease
20116,C2363142,T-Cell Prolymphocytic Leukemia,disease
20121,C2363741,HIV-1 infection,disease
20146,C2364082,Sense of smell impaired,phenotype
20154,C2584774,Congenital hypofibrinogenemia,disease
20163,C2585653,Persistent atrial fibrillation,phenotype
20174,C2607914,Allergic rhinitis (disorder),disease
20175,C2607929,"Carney Complex, Type 1",disease
20182,C2608083,"Cholestasis, benign recurrent intrahepatic 2",disease
20184,C2608086,"HANGOVER, SUSCEPTIBILITY TO (finding)",phenotype
20185,C2608087,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIB",disease
20207,C2609268,Low phospholipid-associated cholelithiasis,disease
20214,C2609414,Acute kidney injury,disease
20217,C2673186,"Aortic Aneurysm, Familial Thoracic 6",disease
20218,C2673187,"Erythrocytosis, Familial, 4",disease
20219,C2673193,Brugada Syndrome 2,disease
20220,C2673195,"Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps",disease
20226,C2673257,"EPILEPSY, PROGRESSIVE MYOCLONIC 3",disease
20233,C2673375,"Mucolipidosis III Alpha Beta, Atypical",disease
20234,C2673377,MUCOLIPIDOSIS II ALPHA/BETA (disorder),disease
20239,C2673410,Small midface,phenotype
20241,C2673431,Abnormality of the periventricular white matter,disease
20244,C2673444,Hypocitraturia,phenotype
20246,C2673477,"Hypophosphatasia, Perinatal Lethal",disease
20252,C2673535,"DYSTONIA, DOPA-RESPONSIVE, WITH OR WITHOUT HYPERPHENYLALANINEMIA, AUTOSOMAL RECESSIVE (disorder)",disease
20253,C2673536,Combined Cellular And Humoral Immune Defects With Granulomas,disease
20259,C2673611,"Epidermolysis Bullosa Dystrophica, Autosomal Recessive, Localisata Variant",disease
20260,C2673612,"Epidermolysis Bullosa Dystrophica Inversa, Autosomal Recessive",disease
20262,C2673634,"Ectopia Lentis, Isolated, Autosomal Recessive",disease
20263,C2673635,Combined Saposin Deficiency,disease
20264,C2673642,Combined Oxidative Phosphorylation Deficiency 5,disease
20269,C2673670,Curly eyelashes,phenotype
20270,C2673677,"Myopathy, Early-Onset, with Fatal Cardiomyopathy",disease
20272,C2673700,Brisk reflexes,phenotype
20273,C2673759,"DEAFNESS, AUTOSOMAL RECESSIVE 1A (disorder)",disease
20277,C2673809,Infantile nystagmus,phenotype
20279,C2673873,BARDET-BIEDL SYNDROME 13,disease
20280,C2673874,BARDET-BIEDL SYNDROME 14 (disorder),disease
20281,C2673883,RENAL-HEPATIC-PANCREATIC DYSPLASIA,disease
20282,C2673885,Renal hepatic pancreatic dysplasia Dandy Walker cyst,disease
20288,C2673923,"Amelogenesis Imperfecta, Type Ic",disease
20296,C2674173,"Achondroplasia, Severe, With Developmental Delay And Acanthosis Nigricans",disease
20298,C2674218,"SPHEROCYTOSIS, TYPE 1 (disorder)",disease
20299,C2674219,"SPHEROCYTOSIS, HEREDITARY, 2",disease
20302,C2674321,"Thrombophilia, Hereditary, Due To Protein C Deficiency, Autosomal Dominant",disease
20307,C2674422,"Seizures, intractable",phenotype
20308,C2674432,Reduced bone mineral density,phenotype
20311,C2674512,Truncal titubation,phenotype
20312,C2674574,"Aortic aneurysm, familial thoracic 3",disease
20313,C2674608,Feeding difficulties in infancy,phenotype
20320,C2674705,"Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy",disease
20321,C2674723,RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER,disease
20325,C2674766,Myokymia 1,disease
20330,C2675014,Mullerian Aplasia and Hyperandrogenism,disease
20331,C2675021,Narrow palpebral fissure,phenotype
20339,C2675111,Abnormal eyelash morphology,phenotype
20343,C2675179,Arginine:Glycine Amidinotransferase Deficiency,disease
20347,C2675186,LEBER CONGENITAL AMAUROSIS 13,disease
20348,C2675187,"MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 7 (disorder)",disease
20349,C2675191,"Polymicrogyria, Bilateral Occipital",disease
20350,C2675192,"Spherocytosis, Type 5",disease
20351,C2675204,"Polyneuropathy, Hearing Loss, Ataxia, Retinitis Pigmentosa, And Cataract",disease
20355,C2675210,CONE-ROD DYSTROPHY 12 (disorder),disease
20357,C2675212,"Spherocytosis, Type 4",disease
20358,C2675227,Endocrine-Cerebroosteodysplasia,disease
20360,C2675229,"CILIARY DYSKINESIA, PRIMARY, 11",disease
20361,C2675235,"Deafness, Autosomal Recessive 1b",disease
20362,C2675236,"Deafness, Autosomal Dominant 2B",disease
20363,C2675237,"Deafness, Autosomal Dominant 3B",disease
20368,C2675383,"POLYOSTOTIC FIBROUS DYSPLASIA, SOMATIC, MOSAIC",disease
20371,C2675459,"Adenylate Kinase Deficiency, Hemolytic Anemia Due To",disease
20377,C2675473,"Mental Retardation, Autosomal Dominant 5",disease
20378,C2675481,"COLORECTAL CANCER, SUSCEPTIBILITY TO, 10",disease
20382,C2675491,AMYOTROPHIC LATERAL SCLEROSIS 11,disease
20391,C2675520,"BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 2",disease
20394,C2675525,"FOCAL SEGMENTAL GLOMERULOSCLEROSIS 4, SUSCEPTIBILITY TO",disease
20395,C2675526,"Neutropenia, Severe Congenital, Autosomal Recessive 4",disease
20396,C2675527,"Myopathy, Congenital, Compton-North",disease
20397,C2675528,"Spastic Paraplegia 42, Autosomal Dominant",disease
20400,C2675556,"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 3",phenotype
20401,C2675557,Lumbosacral meningocele,phenotype
20409,C2675664,"PARATHYROID ADENOMA, SOMATIC",disease
20410,C2675711,Dyschromatosis Universalis Hereditaria 1,disease
20414,C2675750,"DEAFNESS, AUTOSOMAL DOMINANT 3A (disorder)",disease
20415,C2675767,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 6",disease
20419,C2675859,Diamond-Blackfan Anemia 5,disease
20420,C2675860,Diamond-Blackfan Anemia 4,disease
20423,C2675864,"DIABETES MELLITUS, INSULIN-DEPENDENT, 22 (disorder)",disease
20424,C2675866,"DIABETES MELLITUS, INSULIN-DEPENDENT, 20 (disorder)",disease
20430,C2675945,"SCHIZOPHRENIA, SUSCEPTIBILITY TO",phenotype
20431,C2675973,Open operculum,phenotype
20433,C2676021,"DEMENTIA, LEWY BODY, SUSCEPTIBILITY TO",phenotype
20437,C2676033,Hepatoblastoma Caused By Somatic Mutation,disease
20439,C2676078,WHITE BLOOD CELL COUNT QUANTITATIVE TRAIT LOCUS 1,phenotype
20441,C2676137,Diamond-Blackfan Anemia 1,disease
20448,C2676243,"Leukodystrophy, Hypomyelinating, with Hypodontia and Hypogonadotropic Hypogonadism",disease
20449,C2676244,"Leukodystrophy, Hypomyelinating, 6",disease
20451,C2676271,"CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 3 (disorder)",disease
20452,C2676272,"Alopecia, Androgenetic, 3",disease
20454,C2676285,"Bone Fragility with Contractures, Arterial Rupture, and Deafness",disease
20465,C2676676,"BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1",disease
20469,C2676723,JERVELL AND LANGE-NIELSEN SYNDROME 2 (disorder),disease
20474,C2676759,"THROMBOPHILIA DUE TO PROTEIN C DEFICIENCY, AUTOSOMAL RECESSIVE",disease
20475,C2676766,"Osteopetrosis, Autosomal Recessive 7",disease
20476,C2676767,CD59 Deficiency,disease
20479,C2676771,JOUBERT SYNDROME 8 (disorder),disease
20480,C2676772,"Microtia, Hearing Impairment, And Cleft Palate",disease
20484,C2676788,JOUBERT SYNDROME 9 (disorder),disease
20485,C2676790,"MECKEL SYNDROME, TYPE 6 (disorder)",disease
20487,C2676840,"LUMBAR DISC HERNIATION, SUSCEPTIBILITY TO",phenotype
20492,C2677086,"Skin-Hair-Eye Pigmentation, Variation In, 11",phenotype
20493,C2677087,"EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 5",phenotype
20496,C2677092,MYD88 Deficiency,disease
20500,C2677099,CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS (disorder),disease
20502,C2677101,Inflammatory Bowel Disease 13,disease
20506,C2677109,"Leukodystrophy, Hypomyelinating, 4",disease
20508,C2677123,"COLORECTAL CANCER, SUSCEPTIBILITY TO, 3",phenotype
20511,C2677180,Congenital microcephaly,disease
20512,C2677190,"SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 3 (disorder)",phenotype
20518,C2677326,"Epileptic Encephalopathy, Early Infantile, 4",disease
20519,C2677328,Cerebral hypomyelination,phenotype
20521,C2677349,Epidermolysis Bullosa Simplex With Pyloric Atresia,disease
20523,C2677434,OROFACIAL CLEFT 11,disease
20524,C2677481,"Ectodermal Dysplasia, Anhidrotic, With T-Cell Immunodeficiency, Autosomal Dominant",disease
20526,C2677491,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 12",disease
20529,C2677506,"Cardiomyopathy, Familial Hypertrophic, 11",disease
20533,C2677549,"Hypouricemia, Renal, 2",disease
20535,C2677565,AMYOTROPHIC LATERAL SCLEROSIS 10 (disorder),disease
20536,C2677567,DYSTONIA 16 (disorder),disease
20538,C2677586,"Spastic Paraplegia 39, Autosomal Recessive",disease
20540,C2677589,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 9",disease
20545,C2677637,"Deafness, Autosomal Dominant 2A",disease
20556,C2677877,"Surfactant Metabolism Dysfunction, Pulmonary, 4",disease
20558,C2677889,"Protoporphyria, Erythropoietic, X-Linked Dominant",disease
20560,C2677903,Mental Retardation And Microcephaly With Pontine And Cerebellar Hypoplasia,disease
20564,C2678038,"Alopecia, Androgenetic, 2",disease
20565,C2678045,"TOE SYNDACTYLY, TELECANTHUS, AND ANOGENITAL AND RENAL MALFORMATIONS",disease
20566,C2678046,"Mental Retardation, X-Linked, Syndromic, Turner Type",disease
20567,C2678051,"MENTAL RETARDATION, X-LINKED 94 (disorder)",disease
20568,C2678055,"MYOPATHY, X-LINKED, WITH POSTURAL MUSCLE ATROPHY (disorder)",disease
20569,C2678061,"SCAPULOPERONEAL MYOPATHY, X-LINKED DOMINANT",disease
20570,C2678065,Myofibrillar Myopathy,disease
20574,C2678223,"Mental Retardation, X-Linked, With Panhypopituitarism",disease
20575,C2678248,Mood instability,phenotype
20576,C2678303,Hoarse cry,phenotype
20581,C2678338,"SPHEROCYTOSIS, TYPE 3 (disorder)",disease
20586,C2678408,"PITUITARY HORMONE DEFICIENCY, COMBINED, 4",disease
20589,C2678468,Amyotrophic Lateral Sclerosis 9,disease
20590,C2678471,Lethal Arthrogryposis With Anterior Horn Cell Disease,disease
20591,C2678473,"CILIARY DYSKINESIA, PRIMARY, 7 (disorder)",disease
20592,C2678474,"CARDIOMYOPATHY, DILATED, 2A (disorder)",disease
20601,C2678485,LONG QT SYNDROME 9 (disorder),disease
20602,C2678486,Temple-Baraitser Syndrome,disease
20604,C2678492,"Sex Reversal, Female, With Dysgenesis Of Kidneys, Adrenals, And Lungs",disease
20607,C2678503,"AXENFELD-RIEGER SYNDROME, TYPE 3",disease
20609,C2680446,"SPASTIC PARAPLEGIA 43, AUTOSOMAL RECESSIVE",disease
20611,C2681923,RETINITIS PIGMENTOSA 2 (disorder),disease
20612,C2684859,"APLASTIC ANEMIA, SUSCEPTIBILITY TO (finding)",disease
20619,C2697758,Interleukin 10 Measurement,phenotype
20620,C2697760,Interleukin 12 Measurement,phenotype
20622,C2697764,Interleukin 16 Measurement,phenotype
20624,C2697766,Interleukin 18 Measurement,phenotype
20625,C2697767,Interleukin 19 Measurement,phenotype
20630,C2697787,Interleukin 7 Measurement,phenotype
20633,C2697932,Loeys-Dietz Syndrome,disease
20646,C2698314,B lymphoblastic leukemia lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1),disease
20647,C2698399,Myeloperoxidase Measurement,phenotype
20653,C2699063,Resistin Measurement,phenotype
20654,C2699419,Complement C3 Measurement,phenotype
20657,C2699541,Cytokine Measurement,phenotype
20659,C2699746,"Syndactyly, type 2",disease
20662,C2700366,Adiponectin Measurement,phenotype
20665,C2700406,"SCOLIOSIS, IDIOPATHIC, SUSCEPTIBILITY TO, 1 (finding)",phenotype
20666,C2700425,"EHLERS-DANLOS SYNDROME, DERMATOSPARAXIS TYPE",disease
20670,C2700440,MAJOR AFFECTIVE DISORDER 9,disease
20671,C2700553,Omenn Syndrome,disease
20673,C2700617,Irritation - emotion,phenotype
20678,C2711227,Steatohepatitis,disease
20688,C2712334,Actual Aspiration,phenotype
20699,C2713368,Hematopoetic Myelodysplasia,phenotype
20702,C2713442,"Polyposis, Adenomatous Intestinal",disease
20703,C2713443,Familial Intestinal Polyposis,disease
20705,C2713497,Saccular Aneurysm,disease
20707,C2713537,Deficiency of Platelet Glycoprotein 1b,disease
20711,C2717750,Platelet alpha-Granule Deficiency,disease
20715,C2717836,Steroid Sulfatase Deficiency Disease,disease
20720,C2717876,Propionicaciduria,disease
20723,C2717906,Hereditary Angioedema Type I,disease
20728,C2718067,Alcoholic Steatohepatitis,disease
20730,C2718076,Fetal Mummification,phenotype
20736,C2720289,"ANEMIA, NONSPHEROCYTIC HEMOLYTIC, DUE TO G6PD DEFICIENCY",disease
20763,C2732374,Edema of dorsum of hand,phenotype
20769,C2732838,Neoplasm of skeletal system,disease
20782,C2745948,"Hyalinosis, Systemic",disease
20783,C2745953,Spondylometaphyseal dysplasia with dentinogenesis imperfecta,disease
20784,C2745959,"Spondyloepiphyseal dysplasia, congenita",disease
