diseaseNID,diseaseId,diseaseName,type
18387,C1858516,"MICROCEPHALY 4, PRIMARY, AUTOSOMAL RECESSIVE",disease
18388,C1858517,SPINAL MUSCULAR ATROPHY WITH RESPIRATORY DISTRESS 1,disease
18390,C1858535,"MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 2 (disorder)",disease
18391,C1858539,Shawl scrotum,phenotype
18393,C1858556,OVERLAP CONNECTIVE TISSUE DISEASE,disease
18394,C1858558,"Rheumatoid Arthritis, Systemic Juvenile",disease
18395,C1858562,"ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 3",disease
18399,C1858573,Sparse pubic hair,phenotype
18400,C1858574,Sparse axillary hair,phenotype
18403,C1858593,"Limb-girdle muscular dystrophy, type 2E",disease
18406,C1858656,"Short Stature, Idiopathic, Autosomal",disease
18408,C1858672,"GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 1",disease
18409,C1858673,"GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 2",disease
18412,C1858679,"CATARACT, AUTOSOMAL DOMINANT",disease
18413,C1858680,Familial encephalopathy with neuroserpin inclusion bodies,disease
18414,C1858695,Chudley-Mccullough syndrome,disease
18415,C1858712,"Spastic paraplegia 10, autosomal dominant",disease
18417,C1858719,Facial muscle weakness of muscles innervated by CN VII,phenotype
18418,C1858723,Poikiloderma with Neutropenia,disease
18420,C1858726,"Congenital Cataracts, Facial Dysmorphism, And Neuropathy",disease
18421,C1858729,Decreased motor nerve conduction velocity,phenotype
18422,C1858732,Malar prominence,phenotype
18423,C1858763,"Cardiomyopathy, Dilated, 1g",disease
18426,C1858806,CONE-ROD DYSTROPHY 3 (disorder),disease
18427,C1858854,MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS,disease
18428,C1858855,Diffuse swelling of cerebral white matter,phenotype
18430,C1858891,PARAMYOTONIA CONGENITA/HYPERKALEMIC PERIODIC PARALYSIS,phenotype
18431,C1858915,FOCAL SEGMENTAL GLOMERULOSCLEROSIS 2,disease
18436,C1858972,Increased B cell count,phenotype
18437,C1858973,"Elevated proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells",phenotype
18439,C1858980,Platelet antibody positive,phenotype
18440,C1858981,Antineutrophil antibody positivity,phenotype
18441,C1858990,"Beta Thalassemia, Dominant Inclusion Body Type",disease
18442,C1858991,Childhood Ataxia with Central Nervous System Hypomyelinization,disease
18444,C1859014,Primary gonadal insufficiency,phenotype
18445,C1859040,Medullary Cystic Kidney Disease Type 2,disease
18448,C1859062,LONG QT SYNDROME 3,disease
18450,C1859077,Aplasia/Hypoplasia of the nails,phenotype
18452,C1859093,"Chorioretinal Dystrophy, Spinocerebellar Ataxia, and Hypogonadotropic Hypogonadism",disease
18460,C1859126,Stippled epiphyses,phenotype
18461,C1859133,"RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 1",disease
18468,C1859198,"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4A (disorder)",disease
18474,C1859231,Hypoplastic olfactory lobes,phenotype
18476,C1859236,Prolonged neonatal jaundice,phenotype
18477,C1859252,Cerebrofaciothoracic Dysplasia,disease
18480,C1859298,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 2",disease
18482,C1859305,Cerebellar Ataxia and Hypogonadotropic Hypogonadism,disease
18487,C1859317,Cataract and cardiomyopathy,disease
18488,C1859330,"Cardiac Valvular Defect, Developmental",disease
18492,C1859347,Abnormal subcutaneous fat tissue distribution,phenotype
18493,C1859353,"Candidiasis, Familial, 2",disease
18494,C1859361,Twelfth rib hypoplasia,phenotype
18499,C1859376,Fused sternal ossification centers,phenotype
18502,C1859392,Absent axillary hair,phenotype
18503,C1859399,Radial bowing,phenotype
18506,C1859408,BOMBAY PHENOTYPE,phenotype
18507,C1859411,PARA-BOMBAY PHENOTYPE,phenotype
18509,C1859438,Frontalis muscle weakness,phenotype
18510,C1859442,Minimal subcutaneous fat,phenotype
18514,C1859452,"MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE I",disease
18515,C1859455,Small anterior fontanelle,phenotype
18518,C1859461,Femoral bowing,phenotype
18520,C1859470,Large basal ganglia,phenotype
18524,C1859481,Abnormal finger flexion creases,phenotype
18525,C1859486,BIETTI CRYSTALLINE CORNEORETINAL DYSTROPHY,disease
18527,C1859499,3-methylcrotonyl CoA carboxylase 2 deficiency,disease
18531,C1859520,Progressive spasticity,phenotype
18532,C1859523,Contractures of the joints of the lower limbs,phenotype
18534,C1859534,"Bare Lymphocyte Syndrome, Type II, Complementation Group A",disease
18536,C1859536,"Bare Lymphocyte Syndrome, Type II, Complementation Group C",disease
18539,C1859564,Bardet-Biedl syndrome 3,disease
18540,C1859565,BARDET-BIEDL SYNDROME 7,disease
18542,C1859567,BARDET-BIEDL SYNDROME 9,disease
18543,C1859568,BARDET-BIEDL SYNDROME 10,disease
18545,C1859570,BARDET-BIEDL SYNDROME 12,disease
18546,C1859592,ATRICHIA WITH PAPULAR LESIONS,disease
18547,C1859598,"ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA",disease
18548,C1859606,Decreased number of large peripheral myelinated nerve fibers,phenotype
18551,C1859680,Broad face,phenotype
18554,C1859692,Decreased cervical spine mobility,phenotype
18556,C1859697,Enlargement of the proximal femoral epiphysis,phenotype
18562,C1859721,"ARTHROGRYPOSIS MULTIPLEX CONGENITA, NEUROGENIC TYPE (disorder)",disease
18563,C1859722,"Arthrogryposis, renal dysfunction, and cholestasis 1",disease
18564,C1859726,ARTERIAL TORTUOSITY SYNDROME,disease
18565,C1859727,Arterial calcification of infancy,disease
18572,C1859778,Postnatal growth retardation,phenotype
18574,C1859817,2-AMINOADIPIC 2-OXOADIPIC ACIDURIA,disease
18578,C1859844,"LEBER CONGENITAL AMAUROSIS, TYPE II (disorder)",disease
18580,C1859860,Episodic ketoacidosis,phenotype
18585,C1859896,Progressive macrocephaly,phenotype
18587,C1859966,"Neutropenia, Severe Congenital, Autosomal Dominant 1",disease
18588,C1859970,"Hypodysfibrinogenemia, Congenital",disease
18592,C1859979,Precocious puberty in males,phenotype
18595,C1860042,Antley-Bixler Syndrome with Disordered Steroidogenesis,disease
18597,C1860050,Cloverleaf skull,phenotype
18599,C1860105,Severe short-limb dwarfism,disease
18606,C1860128,Recurrent candida infections,phenotype
18607,C1860130,Low alkaline phosphatase,phenotype
18611,C1860164,Duplication of phalanx of hallux,phenotype
18614,C1860182,Aplasia/Hypoplasia of metatarsal bones,phenotype
18621,C1860236,Irregular hyperpigmentation,phenotype
18622,C1860238,"WOOLLY HAIR, AUTOSOMAL DOMINANT",disease
18624,C1860244,Malrotation of small bowel,phenotype
18625,C1860245,Cranial asymmetry,phenotype
18626,C1860247,Prominent glabella,phenotype
18627,C1860253,Pseudoepiphyses of the metacarpals,phenotype
18631,C1860320,Bone marrow hypercellularity,phenotype
18634,C1860339,"WAARDENBURG SYNDROME, TYPE IIA",disease
18638,C1860405,Snowflake vitreoretinal degeneration,disease
18642,C1860475,Retinal vascular tortuosity,phenotype
18644,C1860493,Abnormality of the sternum,phenotype
18645,C1860518,"Vasculopathy, Retinal, With Cerebral Leukodystrophy",disease
18650,C1860614,ULNAR HYPOPLASIA,phenotype
18651,C1860707,TUBEROUS SCLEROSIS 2 (disorder),disease
18655,C1860752,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 7",disease
18659,C1860808,Triosephosphate Isomerase Deficiency,disease
18660,C1860816,Preauricular skin tag,phenotype
18661,C1860819,Metopic synostosis,disease
18662,C1860823,"Trichorhinophalangeal Syndrome, Type III",disease
18666,C1860834,Infantile muscular hypotonia,phenotype
18671,C1860896,"COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 6",disease
18673,C1860991,NOONAN SYNDROME 3,disease
18674,C1861028,Esophageal atresia with or without tracheoesophageal fistula,disease
18675,C1861063,"TOBACCO ADDICTION, SUSCEPTIBILITY TO (finding)",phenotype
18676,C1861065,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 9",disease
18677,C1861098,"Tibia, Hypoplasia of, with Polydactyly",disease
18681,C1861141,Abnormality of the middle ear,phenotype
18682,C1861171,THROMBOPHILIA DUE TO ACTIVATED PROTEIN C RESISTANCE (disorder),disease
18683,C1861172,Venous Thromboembolism,phenotype
18684,C1861185,THROMBOCYTOPENIA 2 (disorder),disease
18685,C1861194,"Thrombasthenia-Thrombocytopenia, Hereditary",disease
18690,C1861226,Small abnormally formed scapulae,phenotype
18696,C1861303,"SYNOVITIS, GRANULOMATOUS, WITH UVEITIS AND CRANIAL NEUROPATHIES (disorder)",disease
18699,C1861313,"Synostosis, Carpal, with Dysplastic Elbow Joints and Brachydactyly",disease
18701,C1861324,Short philtrum,phenotype
18705,C1861329,Spinal canal stenosis,disease
18710,C1861348,"Syndactyly, type v",disease
18714,C1861357,1-5 finger complete cutaneous syndactyly,phenotype
18716,C1861366,"SYNDACTYLY, TYPE III",disease
18720,C1861385,"SYMPHALANGISM, PROXIMAL",disease
18721,C1861388,Short 5th metacarpal,phenotype
18722,C1861395,Small hypothenar eminence,phenotype
18723,C1861403,Variable expressivity,phenotype
18727,C1861453,Pseudohyperkalemia Cardiff,disease
18728,C1861455,STOMATOCYTOSIS I,disease
18729,C1861456,Stiff Skin Syndrome,disease
18731,C1861481,"Stickler syndrome, type 3",disease
18736,C1861519,Moderately short stature,phenotype
18748,C1861656,Retraction of lower eyelid,phenotype
18752,C1861689,"KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT",disease
18758,C1861732,SPINOCEREBELLAR ATAXIA 29,disease
18760,C1861736,SPINOCEREBELLAR ATAXIA 31 (disorder),disease
18766,C1861825,"CATARACT, POSTERIOR POLAR, 1",disease
18768,C1861828,"Cataract, Zonular Pulverulent 1",disease
18769,C1861829,Cataract microcornea syndrome,disease
18770,C1861832,"CATARACT, CRYSTALLINE ACULEIFORM",phenotype
18771,C1861848,PARAGANGLIOMAS 4,disease
18772,C1861861,"CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 1 (disorder)",disease
18773,C1861862,Familial Hypertrophic Cardiomyopathy Type 4,disease
18774,C1861863,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 3 (disorder)",disease
18775,C1861864,"Cardiomyopathy, Familial Hypertrophic, 2",disease
18776,C1861866,Aplasia/Hypoplasia of the corpus callosum,phenotype
18777,C1861869,Underdeveloped supraorbital ridges,phenotype
18780,C1861901,Subacute progressive viral hepatitis,phenotype
18782,C1861921,Cutaneous syndactyly,phenotype
18783,C1861922,CAMPOMELIC DYSPLASIA,disease
18786,C1861975,"Cafe au lait spots, multiple",disease
18788,C1861983,"Heart Block, Nonprogressive",disease
18790,C1862050,Cochlear malformation,phenotype
18798,C1862095,Bilateral single transverse palmar creases,phenotype
18799,C1862096,Aplasia of the middle phalanx of the hand,phenotype
18800,C1862102,"BRACHYDACTYLY, TYPE E1",phenotype
18803,C1862133,Decreased finger mobility,phenotype
18809,C1862151,"BRACHYDACTYLY, TYPE A1 (disorder)",disease
18816,C1862178,Cole Carpenter syndrome,disease
18826,C1862265,Increased circulating gonadotropin level,phenotype
18830,C1862322,"Ovalocytosis, Malaysian-Melanesian-Filipino Type",disease
18835,C1862382,SVEINSSON CHORIORETINAL ATROPHY,disease
18839,C1862393,ASD II,disease
18847,C1862472,Oculomelic amyoplasia,disease
18849,C1862475,Abnormality of retinal pigmentation,phenotype
18851,C1862481,Limited wrist extension,phenotype
18856,C1862591,"CORONARY ARTERY DISEASE, SEVERE, SUSCEPTIBILITY TO",disease
18863,C1862839,Anterior segment mesenchymal dysgenesis,disease
18865,C1862862,Patchy alopecia,phenotype
18866,C1862863,Sparse body hair,phenotype
18872,C1862939,AMYOTROPHIC LATERAL SCLEROSIS 1,disease
18874,C1862941,"Amyotrophic Lateral Sclerosis, Sporadic",disease
18875,C1862968,Generalized amyloid deposition,phenotype
18878,C1863051,ALZHEIMER DISEASE 2,disease
18882,C1863080,"ALPHA-FETOPROTEIN, HEREDITARY PERSISTENCE OF",phenotype
18887,C1863198,"ALBINISM, OCULAR, WITH SENSORINEURAL DEAFNESS (disorder)",disease
18889,C1863204,ADULT SYNDROME,disease
18890,C1863224,"Adenosine Triphosphate, Elevated, Of Erythrocytes",disease
18891,C1863236,"SCID Due to ADA Deficiency, Early-Onset",disease
18898,C1863317,Crowded carpal bones,phenotype
18900,C1863351,Calvarial hyperostosis,phenotype
18904,C1863382,Absent first metatarsal,phenotype
18905,C1863389,Apert-Crouzon Disease,disease
18908,C1863402,Broad distal phalanx of the thumb,phenotype
18912,C1863411,Retinal hamartoma,disease
18913,C1863416,Autosomal dominant compelling helio ophthalmic outburst syndrome,disease
18917,C1863512,"HYPERCHOLESTEROLEMIA, AUTOSOMAL RECESSIVE",disease
18919,C1863534,Stargardt disease 4,disease
18920,C1863551,"HYPERCHOLESTEROLEMIA, AUTOSOMAL DOMINANT, 3",disease
18921,C1863557,Young Simpson syndrome,disease
18922,C1863561,"Deafness, Autosomal Recessive 16",disease
18923,C1863599,Hereditary Myopathy with Early Respiratory Failure,disease
18925,C1863616,ACROMELIC FRONTONASAL DYSOSTOSIS,disease
18929,C1863659,"DEAFNESS, AUTOSOMAL DOMINANT 17",disease
18931,C1863688,"Xanthinuria, Type II",disease
18932,C1863704,"Spastic paraplegia 8, autosomal dominant",disease
18933,C1863715,Severe B lymphocytopenia,phenotype
18934,C1863727,"HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 2",disease
18936,C1863732,Spondyloepimetaphyseal dysplasia with multiple dislocations,disease
18945,C1863844,Adult-onset citrullinemia type 2,disease
18948,C1863878,"Arhinia, choanal atresia, and microphthalmia",disease
18951,C1863926,"GLAUCOMA 1, OPEN ANGLE, F (disorder)",disease
18953,C1863960,"Thyroid Adenoma, Hyperfunctioning",disease
18956,C1864002,GRACILE SYNDROME (disorder),disease
18962,C1864112,HUNTINGTON DISEASE-LIKE 1,disease
18964,C1864148,"MECKEL SYNDROME, TYPE 2",disease
18969,C1864205,"Macular Degeneration, Age-Related, 1",disease
18970,C1864233,ENDPLATE ACETYLCHOLINESTERASE DEFICIENCY (disorder),disease
18976,C1864356,"ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE",disease
18980,C1864375,Long hallux,phenotype
18981,C1864389,PREMATURE CHROMATID SEPARATION TRAIT,disease
18982,C1864399,"Peroxisome Biogenesis Disorder, Complementation Group 7",disease
18984,C1864445,Histiocytosis with joint contractures and sensorineural deafness,disease
18985,C1864446,Retinitis Pigmentosa 25,disease
18987,C1864497,PSORIASIS 2,disease
18988,C1864498,"RENAL TUBULAR ACIDOSIS, DISTAL, AUTOSOMAL RECESSIVE",disease
18996,C1864621,RETINITIS PIGMENTOSA 36,disease
18997,C1864623,"DIABETES MELLITUS, TRANSIENT NEONATAL, 3 (disorder)",disease
18999,C1864652,"Growth and mental retardation, mandibulofacial dysostosis, microcephaly, and cleft palate",disease
19001,C1864663,HYPOMYELINATION AND CONGENITAL CATARACT,disease
19003,C1864669,NEURONAL CEROID LIPOFUSCINOSIS DUE TO CATHEPSIN D DEFICIENCY,disease
19006,C1864690,"Microphthalmia, Syndromic 5",disease
19007,C1864694,Complement Component 7 Deficiency,disease
19009,C1864715,Thenar muscle atrophy,phenotype
19012,C1864721,"Microphthalmia, Isolated, with Coloboma 3",disease
19014,C1864723,Pyridoxamine 5-Prime-Phosphate Oxidase Deficiency,disease
19017,C1864746,"Deafness, Autosomal Recessive 53",disease
19018,C1864761,"Thyroid Hormone Metabolism, Abnormal",disease
19022,C1864796,Pectus excavatum of inferior sternum,phenotype
19024,C1864818,"DEAFNESS, AUTOSOMAL RECESSIVE 42 (disorder)",disease
19026,C1864826,"Epidermolysis bullosa, lethal acantholytic",disease
19027,C1864827,HOLOPROSENCEPHALY 5,disease
19034,C1864850,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 11",disease
19036,C1864852,CATSHL syndrome,disease
19039,C1864861,"Tumoral Calcinosis, Normophosphatemic, Familial",disease
19042,C1864870,"Night Blindness, Congenital Stationary, Autosomal Dominant 3",disease
19043,C1864871,Chromosome 17q21.31 Deletion Syndrome,disease
19050,C1864903,Hyperinsulinemic hypoglycemia,disease
19052,C1864908,"Cataract, autosomal recessive congenital 2",disease
19054,C1864912,2-Methylbutyryl-CoA Dehydrogenase Deficiency,disease
19055,C1864923,Northern epilepsy syndrome,disease
19060,C1864954,Fasting hyperinsulinemia,phenotype
19062,C1864987,"Migraine, Familial Hemiplegic, 3",disease
19065,C1865014,Long philtrum,phenotype
19066,C1865017,Thin upper lip vermilion,phenotype
19067,C1865018,Short QT Syndrome 3,disease
19068,C1865019,SHORT QT SYNDROME 2 (disorder),disease
19069,C1865020,Short QT Syndrome 1,disease
19070,C1865027,Hypoplastic iliac wing,disease
19071,C1865030,Hypoplastic pubic bone,phenotype
19072,C1865037,Cone-shaped epiphysis,phenotype
19073,C1865038,Broad toe,phenotype
19074,C1865039,Cupped ribs,phenotype
19075,C1865044,PARIETAL FORAMINA 2,disease
19077,C1865060,Molar tooth sign on MRI,phenotype
19078,C1865070,"SCAPHOCEPHALY, MAXILLARY RETRUSION, AND MENTAL RETARDATION",disease
19082,C1865145,Congenital disorder of glycosylation type 1B,disease
19086,C1865200,Delayed epiphyseal ossification,phenotype
19088,C1865234,"ICHTHYOSIS, HYSTRIX-LIKE, WITH DEAFNESS",disease
19090,C1865244,Shallow orbits,phenotype
19093,C1865270,"BARTTER SYNDROME, TYPE 4A",disease
19095,C1865279,Fetal polyuria,phenotype
19096,C1865285,Megalencephaly cutis marmorata telangiectatica congenita,disease
19098,C1865290,"Hyperinsulinemic hypoglycemia, familial, 3",disease
19099,C1865292,Nonketotic hypoglycemia,phenotype
19102,C1865304,Overfolding of the superior helices,phenotype
19106,C1865322,"MIGRAINE, FAMILIAL HEMIPLEGIC, 2",disease
19110,C1865349,Ethylmalonic encephalopathy,disease
19115,C1865366,"Deafness, Autosomal Dominant 15",disease
19121,C1865409,"Amyotrophic Lateral Sclerosis 4, Juvenile",disease
19122,C1865412,Abnormal lower motor neuron morphology,phenotype
19126,C1865433,"VAS DEFERENS, CONGENITAL BILATERAL ABSENCE OF",phenotype
19128,C1865571,Aplasia/Hypoplasia of the ulna,phenotype
19129,C1865572,Proximal placement of thumb,phenotype
19130,C1865596,Desmosterolosis,disease
19131,C1865597,Hypoplastic nasal bridge,phenotype
19133,C1865614,"HEMOCHROMATOSIS, TYPE 2A",disease
19136,C1865643,"Cholestasis, progressive familial intrahepatic 3",disease
19146,C1865832,"Spondyloepimetaphyseal Dysplasia, Missouri Type",disease
19148,C1865841,Flared iliac wings,phenotype
19151,C1865866,Congenital sensorineural hearing loss,disease
19154,C1865870,"Deafness, Autosomal Recessive 18",disease
19155,C1865871,"HEMANGIOMA, CAPILLARY INFANTILE",disease
19156,C1865872,NEPHRONOPHTHISIS 2,disease
19159,C1865885,"Usher Syndrome, Type IF",disease
19162,C1865916,Bilateral ptosis,phenotype
19164,C1865926,"Infantile convulsions and paroxysmal choreoathetosis, familial (disorder)",disease
19166,C1865974,"Hypomagnesemia 1, Intestinal",disease
19167,C1865992,Short hallux,phenotype
19170,C1866012,Proximal muscle weakness in upper limbs,phenotype
19175,C1866032,Honeycomb palmoplantar keratoderma,phenotype
19176,C1866039,"EPISODIC ATAXIA, TYPE 5",disease
19177,C1866040,"DIABETES MELLITUS, INSULIN-DEPENDENT, 10",disease
19179,C1866053,"Deafness, Congenital Heart Defects, and Posterior Embryotoxon",disease
19181,C1866075,GLOMERULOPATHY WITH FIBRONECTIN DEPOSITS 2 (disorder),disease
19182,C1866077,"MALIGNANT HYPERTHERMIA, SUSCEPTIBILITY TO, 5",phenotype
19183,C1866078,"Cataract, Zonular Pulverulent 3",disease
19184,C1866079,BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 1,phenotype
19187,C1866094,"DEAFNESS, AUTOSOMAL RECESSIVE 15",disease
19188,C1866095,"Deafness, Autosomal Dominant 13",disease
19189,C1866119,"Autoimmune Lymphoproliferative Syndrome, Type IA",disease
19191,C1866129,Abnormality of the cerebellum,group
19194,C1866134,Wide anterior fontanel,phenotype
19196,C1866173,"BILIRUBIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1",phenotype
19197,C1866174,Phosphoglycerate Dehydrogenase Deficiency,disease
19198,C1866176,EXUDATIVE VITREORETINOPATHY 4 (disorder),disease
19201,C1866190,Atresia of the external auditory canal,disease
19202,C1866195,Downturned corners of mouth,phenotype
19203,C1866206,Dysplastic pulmonary valve,phenotype
19205,C1866231,Full cheeks,phenotype
19206,C1866239,Mesomelic/rhizomelic limb shortening,phenotype
19207,C1866241,Broad foot,phenotype
19208,C1866245,Hyperpigmented streaks,phenotype
19209,C1866246,Sparse anterior scalp hair,phenotype
19211,C1866282,"CEROID LIPOFUSCINOSIS, NEURONAL, 6",disease
19213,C1866293,Retinal cone dystrophy 2,disease
19214,C1866294,"EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE 1",disease
19216,C1866351,"Peroxisome Biogenesis Disorder, Complementation Group 11",disease
19217,C1866352,"Peroxisome Biogenesis Disorder, Complementation Group R",disease
19218,C1866376,Pten Hamartoma Tumor Syndrome With Granular Cell Tumor,disease
19219,C1866398,Proteus-Like Syndrome (disorder),disease
19220,C1866422,RETINITIS PIGMENTOSA 19,disease
19223,C1866426,"T-cell immunodeficiency, congenital alopecia and nail dystrophy",disease
19227,C1866495,"Bartter syndrome, antenatal type 1",disease
19231,C1866504,Photosensitive Trichothiodystrophy,disease
19235,C1866552,PARAGANGLIOMAS 2 (disorder),disease
19237,C1866558,"Neural tube defect, folate-sensitive",disease
19238,C1866559,"Spina Bifida, Folate-Sensitive",disease
19240,C1866636,"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4C",disease
19251,C1866730,Rhizomelia,disease
19254,C1866751,Spinocerebellar tract degeneration,disease
19256,C1866772,Abnormal nerve conduction velocity,phenotype
19260,C1866785,Spheroid body myopathy,disease
19263,C1866810,ELLIPTOCYTOSIS 3,disease
19264,C1866855,"Spastic paraplegia 4, autosomal dominant",disease
19266,C1866934,Reduced tendon reflexes,phenotype
19270,C1866986,Social and occupational deterioration,phenotype
19271,C1866994,Ulnar-mammary syndrome,disease
19278,C1867030,Enlarged lacrimal glands,phenotype
19282,C1867114,Craniofacial disproportion,phenotype
19283,C1867131,Broad hallux,phenotype
19286,C1867146,Robinow Sorauf syndrome,disease
19287,C1867155,RING DERMOID OF CORNEA,disease
19289,C1867289,Retinal calcification,phenotype
19290,C1867299,Retinitis Pigmentosa 10,disease
19295,C1867362,"SEVERE COMBINED IMMUNODEFICIENCY, B CELL-NEGATIVE",disease
19303,C1867440,"Multiple Pterygium Syndrome, Autosomal Dominant",disease
19307,C1867450,"Pseudoxanthoma Elasticum, Incomplete",disease
19309,C1867453,Peau d'orange retinal changes,phenotype
19313,C1867494,"Fragmented, irregular epiphyses",phenotype
19320,C1867743,Premature coronary artery atherosclerosis,phenotype
19322,C1867774,Sacral Agenesis Syndrome,phenotype
19325,C1867864,Poor fine motor coordination,phenotype
19326,C1867873,Failure to thrive in infancy,phenotype
19327,C1867904,LONG QT SYNDROME 5,disease
19331,C1867971,Acute episodes of neuropathic symptoms,phenotype
19332,C1867981,"POROKERATOSIS, DISSEMINATED SUPERFICIAL ACTINIC, 1",disease
19335,C1868000,"Polyps, Multiple And Recurrent Inflammatory Fibroid, Gastrointestinal",disease
19338,C1868071,Adenomatous colonic polyposis,phenotype
19345,C1868114,"POLYDACTYLY, PREAXIAL II (disorder)",disease
19347,C1868118,Orofaciodigital syndrome 5,disease
19348,C1868120,"POSTAXIAL POLYDACTYLY, TYPE B",disease
19353,C1868193,"PNEUMOTHORAX, PRIMARY SPONTANEOUS",disease
19362,C1868433,"Normokalemic Periodic Paralysis, Potassium-Sensitive",disease
19370,C1868549,Marked delay in bone age,phenotype
19371,C1868554,Irregular sclerotic endplates,phenotype
19372,C1868556,Ovoid thoracolumbar vertebrae,phenotype
19373,C1868569,Patterned dystrophy of retinal pigment epithelium,disease
19374,C1868570,CHAR SYNDROME,disease
19375,C1868571,Highly arched eyebrow,phenotype
19377,C1868577,Patella aplasia-hypoplasia,phenotype
19380,C1868594,Perry Syndrome,disease
19381,C1868595,"PARKINSON DISEASE 1, AUTOSOMAL DOMINANT (disorder)",disease
19389,C1868633,Paragangliomas with Sensorineural Hearing Loss,disease
19392,C1868672,"NEPHROTIC SYNDROME, STEROID-RESISTANT, AUTOSOMAL RECESSIVE",disease
19393,C1868675,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE",disease
19395,C1868678,"THANATOPHORIC DYSPLASIA, TYPE I (disorder)",disease
19396,C1868679,"GRISCELLI SYNDROME, TYPE 2",disease
19397,C1868681,DYSTONIA 12,disease
19398,C1868682,Paroxysmal kinesigenic choreoathetosis,disease
19399,C1868683,"B-CELL MALIGNANCY, LOW-GRADE",disease
19400,C1868684,"EAR, PATELLA, SHORT STATURE SYNDROME",disease
19405,C1868720,Periventricular Nodular Heterotopia,disease
19425,C1869115,"Weill-Marchesani Syndrome, Autosomal Dominant",disease
19429,C1869122,"EHLERS-DANLOS SYNDROME, PROGEROID FORM",disease
19430,C1869123,Limb-girdle muscular dystrophy type 2A,disease
19432,C1876161,"CEROID LIPOFUSCINOSIS, NEURONAL, 2",disease
19442,C1876187,"TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL",disease
19443,C1876203,Frontonasal dysplasia,disease
19447,C1879286,Hereditary bundle branch system defect,disease
19448,C1879312,Agyria,disease
19449,C1879321,Acute Myeloid Leukemia (AML-M2),disease
19454,C1879526,Aberrant Crypt Foci,phenotype
19457,C1879645,Adverse Event by CTCAE Category,phenotype
19470,C1882620,Rat Cholangiofibrosis,disease
19473,C1883008,Serum Alanine Aminotransferase Measurement,phenotype
19477,C1883529,"Ventricular Arrhythmia, CTCAE 3.0",phenotype
19493,C1955869,Malformations of Cortical Development,disease
19496,C1955906,"Lymphoma, Extranodal NK-T-Cell",disease
19501,C1956125,Alagille Syndrome 1,disease
19502,C1956130,"Lymphoma, Follicular, Grade 1",disease
19505,C1956147,Microlissencephaly,disease
19506,C1956257,Pulmonary Stenosis,disease
19507,C1956258,Familial Thrombotic Thrombocytopenic Purpura,disease
19510,C1956346,Coronary Artery Disease,disease
19519,C1959582,PTEN Hamartoma Tumor Syndrome,disease
19520,C1959583,Myocardial Failure,disease
19526,C1959620,Dihydropyrimidine Dehydrogenase Deficiency,disease
19527,C1959626,Mevalonic Aciduria,disease
19548,C1960469,Left ventricular noncompaction,disease
19551,C1960546,Myxoma of heart,disease
19557,C1961099,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,disease
19558,C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma,disease
19559,C1961112,Heart Decompensation,phenotype
19561,C1961835,"Gaucher Disease, Type 1",disease
19563,C1962966,"Retinopathy, CTCAE",phenotype
19564,C1963060,"Agitation, CTCAE 3.0",phenotype
19565,C1963077,"Bone Pain, CTCAE 3.0",phenotype
19566,C1963094,"Dry Skin, CTCAE",phenotype
19567,C1963099,"Myelodysplasia, CTCAE",phenotype
19568,C1963101,"Encephalopathy, CTCAE 3.0",phenotype
19571,C1963165,"Malabsorption, CTCAE",phenotype
19572,C1963167,"Memory Impairment, CTCAE 3.0",phenotype
19573,C1963175,"Sinus Bradycardia, CTCAE",phenotype
